artistID	text
1337	hardcore,heavy metal,metal,speed metal,thrash,thrash metal
1338	ae,ballad,heavy metal,king,legacy,melodic metal,metal,power metal,speed metal,swedish,symphonic metal
1339	amazing,cover,englisch,epic metal,finland,finnish,finnish metal,gothic,hard rock,heavy metal,male vocalist,melodic death metal,melodic heavy metal,melodic metal,melodic power metal,metal,music to listen to by a forest river at night,my fav songs,nightwish,nordic metal,power metal,progressive,progressive metal,rock,romantic,songs i cannot live without,soundtrack,speed metal,symphonic metal,symphonic power metal,syphonic metal,taking over my mind,wolf metal
1340	heavy metal,power metal
1341	heavy metal,metal,thrash metal
1342	heavy metal,melodic metal,metal,power metal,speed metal,symphonic metal
1343	80s,90s,babs,bad day,bobbi,cassie,clint,dick,donna,garth,hard rock,heavy metal,jenny,johnny,kon,kyle,late nite tunes,life on mars,lily,metal,progressive metal,progressive rock,rachel,roy,runaways,simon,this light,this light - this light,titans,ultimate rock ballads,wally,watched live,wca,x-men
1344	hardcore techno,heavy metal,metal,rock hard,speed metal,technical thrash metal,thrash,thrash metal
1345	80s,heavy metal,metal,thrash metal,us metal
1346	80s,german metal,heavy metal,metal,speed metal
1347	heavy metal,metal,power metal,swedish,war metal
1348	ahoy pirates have arrived,awesome,folk metal,heavy metal,metal,pirate metal,power metal,viking metal
1349	<3,heavy metal,melodic metal,metal,power metal,symphonic metal
1350	driving music,heavy metal,melodic metal,metal,power metal,speed metal,symphonic metal
1351	1008,acoustic,alternative,alternative rock,classical,comedy,favorite,funny,hard rock,indie rock,jack black,lastfm,listened more than 10 times in a row,metal,rock,seen live,soundtrack,title is a full sentence,us
1352	death metal,heavy metal,speed metal,thrash metal
1353	hard rock,heavy metal,metal,power metal,speed metal,thrash metal,top
1354	metal,speed metal,thrash metal
1355	heavy metal,power metal
1356	heavy metal,metal,speed metal,thrash metal
1357	bay area,heavy metal,metal,speed metal,thrash metal
1358	00s,1008,1980s,5-star,70s,80s,80s metal,90s,90s metal,as,b side,classic,classic rock,cool,cover,epic,favorite artists,government,great heavy metal band,great lyricists,hair metal,hard,hard rock,hard-heavy rock,heavy,heavy metal,heavy rock,helplessly singing along,hypnotic,judas priest,legendary,male vocals,metal,metal meltdown,music for tossing furniture around,new wave of british heavy metal,nwobhm,old school,one of their best,personal,play this loud enough to raise the dead,power metal,powerfull,que coisa,quick,rock,rock and roll,seen live,speed,speed metal,suicide squad,symphonic metal,tags,taking over my mind,thrash metal,title is a full sentence,top,traditional heavy metal,wicked
1359	finland,finnish metal,heavy metal,male fronted metal,play this loud enough to raise the dead,power metal,symphonic metal,tarot
1360	1008,70s,80s,ace of spades,amazing,british,classic rock,cover,favourite tracks,fuck yeah,guerilla,hard rock,heavy metal,metal,motorhead,nwobhm,post-punk,rock,rock and roll,rock hard,rock n roll,speed metal,thrash metal,top,uk,welcome to drinkin island
1362	german thrash metal,progressive metal,progressive thrash metal,technical thrash metal
1363	heavy metal,melodic metal,power metal
1364	80s,groove metal,heavy metal,metal,rock,speed metal,thrash metal,thrash till death
1365	baixar,heavy metal,power metal
1366	80s,glam metal,great intro,great riff,hair metal,halloween,hard rock,heavy metal,metal,nnnngh,rock,shock rock,top,underrated,us metal
1368	heavy metal,metal,power metal,speed metal
1369	1008,1986,70s,80s,albums i own,b side,baseball,black sabbath,british,classic metal,classic rock,cool,cops,doom metal,early heavy metal,fucking awesome,halloween,hard rock,heavy,heavy doom metal,heavy metal,heavy rock,hidden gem,late night tunes,masterpiece,metal,ohmydamn,one of their best,plotting,progressive rock related,psychedelic,psychedelic rock,rock,rock and roll,rock hard,ronnie james dio,stoner rock,tony,tony iommi,top,traditional heavy metal,true norwegian black metal,vic,wicked
1370	heavy metal
1371	heavy metal,nwobhm,power metal
1372	00s,1008,60s,70s,80s,90s,a well-know classic rock of 70s,aman tanrim,arena rock,art rock,bi daha dinlicem,british,classic blackmore,classic rock,colors,covers that are actually good,deep purple,deep purple family,early heavy metal,epic,genius,guitar solo,hard as hell,hard prog,hard rock,hard-heavy rock,heavy metal,heavy rock,instrumental,late night tunes,legends,masterpiece,metal,old school,old time rock n roll,originals,personal meaning,play this loud enough to raise the dead,progressive metal,progressive rock,psychedelic rock,rio,rock,rock and roll,rock n roll,seen live,soft rock,stoner rock,top,watched live
1373	metal,speed metal,thrash metal
1374	heavy metal,melodic metal,metal,power metal,progressive metal,symphonic metal
1375	00s,4m4zinq,acoustic,alternative,alternative rock,awesome,beautiful,brit style,brit-pop,british,britpop,chill zone,chillout,couples,eire,f4nt4stic,finale music,fossa,fun,good mood music,good mood songs,greys anatomy soundtrack,guitar,ich liebe dich,indie,indie pop,indie rock,infatuation,irish,jukebox project,love,love at first listen,love it,love songs,lunic,male vocalists,mellow,musikfuerrundumdieuhr,not-emo,one tree hill,pop,post-britpop,repetitive,rock,romantic,sad,scottish,seen live,sellaband,seth cohen would listen to this,snow patrol,soft rock,songs diana sang on x factor,songs to download later,specials to 3mmey,straight up modern rock,sweet,sxsw2006,tbu,uk
1376	80s,acoustic,alternative,alternative rock,bass,beautiful,best songs of the 00s,british,britpop,chillout,cover,electronic,epic,gossip girl,i fucking love this vocal,indie,indie rock,london,love at first listen,male vocalists,new wave,playlist,post-punk,post-punk revival,punk,raven girls top 20,rock,rockville ca,seen live,slowies,uk,white lies
1377	00s,2009,4m4zinq,acoustic,all the best,alternative,alternative rock,american,awesome,beautiful,ben lee,best songs of the 00s,british,britpop,butterfly boucher,chill zone,chillout,christian,christian rock,coldplay,f4nt4stic,heart-breaking,i love this song,idolo,indie,indie luv,indie pop,indie rock,love at first listen,lovely,male vocalists,mellow,one tree hill,piano,piano rock,pop,pop rock,pretty little liars,rafa,remember him,rock,romantic,seen live,soft rock,soulful,soundtrack,tbu,the fray,the vampire diaries,usa
1378	90s,alternative,alternative rock,atmospheric,awesome,ballad,beautiful,best bands ever,boppy,bruno likes this song,electric guitar,emo,fantastic,fucking awesome,ill be ok,indie,indie pop,indie rock,jukebox project,love,musikfuerrundumdieuhr,my favourite,my favourites,nostalgia,one tree hill,pop punk,pop rock,punk,punk rock,rock,rox,sad,seen live,slow,sweet,tbu,tinosoft,to write love on my arms,tony hawk underground 2,totalmente foda,tyler adam,upbeat,want to see live
1379	alternative,ballad,beautiful,british,chillout,dance,electronic,electronica,electropop,hip-hop,indie,love at first listen,male vocalists,new wave,pop,sad,sexy,synth pop,synthpop,the vampire diaries,uk,urban,visual kei
1380	alternative,alternative rock,awesome,beautiful,favorite,favorite songs,indie,indie rock,melancholic,rock,sad,seen live,sxsw2006,thalita
1381	alternative,ambient,british,britpop,chill zone,cool,european,favorite albums,favourite songs,glory,gold,gospel,indie,indie rock,lpa,pop,pop-rock,rock,seen live,viaje de egresados
1382	90s,alternative,best of the best,cities,favorites,folk,love,manchester,religion,scrubs,seen live,singer-songwriter
1383	alternative,amazing,ambient,atmospheric,awesome,beautiful,british,chillout,cool,dance,defiant,dreamy,electro,electronic,electronica,english,ethereal,experimental,fail,favorite bands and artists,female vocalist,female vocalists,fucking awesome,goddesses,great lyrics,guilty pleasure,haunting,indie,indie pop,indie rock,jukebox project,love songs,lovely,marissa cooper,mellow,melrose place,perfect,piano,pop,pretty much amazing,really talented female artist who doesnt rely on her sexuality to gain success,relax,relaxing,rock,rock n roll,sad,seen live,sensual,singer-songwriter,six feet under soundtrack,songs that make me sleepy,soundtrack,sweet,the oc,the vampire diaries,trip-hop,uk,want,weirdness,wistful
1384	2008,90s,acoustic,alternative,alternative rock,amazing,awesome,beautiful,brilliant,brit-pop,british,britpop,britpop 90s generation,chill zone,chillout,cool,english,favourites,gluhie 90e,gold,ilka,indie,indie rock,inlove,love it,lpa,male,melancholic,musikfuerrundumdieuhr,psychedelic rock,relaxing,rock,sad,sexy,shoegaze,slowies,soulful,space rock,special,uk
1385	alternative,alternative rock,british,britpop,cool,dream pop,indie,indie pop,indie rock,love it,mellow,piano,piano rock,rock,special,thirteen senses,uk
1386	alt-country,singer-songwriter
1388	:3,acoustic,cover,favorite,favorite song,favorite songs,indie,jukebox project,life unexpected,lovely,male vocalists,melancholy,mellow,movie songs,reminds me of summer 2008,sad,singer-songwriter,songs that make me feel better,soundtrack
1389	alternative,alternative rock,female vocalists,happygoodfunandhandclaps,indie,indie pop,indie rock,inlove,letmelikeit,love,my space,seen live,songs to download later
1390	00s,2010,all the best,alternative,alternative rock,amazing,american,awesome,best songs of the 00s,brilliant,cool,covers,cute,dance,dance party,danceable,experimental,far ridere i polli,fave,folk,fucking awesome,fun,genius,gossip girl,happy,indie,indie pop,indie rock,lastfm hipster artists,love at first listen,lovely,macumba music,mellow,merda,need to see live,new discovery,new wave,new york,pop,relaxing,rock,romantic,singalong,songs i absolutely love,the fact that this is the name of a band makes me want to check their music out even though i do not care much for indie pop,the vampire diaries,vampire weekend
1392	00s,90210,british,cesar,chill,electronic,female vocalists,hip-hop,mellow,pop,rap,uk
1394	2010,90s,<3,alternative,ambient,awesome,beats,big beat,blast it,breakbeat,british,catchy as hell,chillout,cool,dance,driving,dub,edit,electrefing,electro,electronic,electronica,fave,favorite,hip-hop,holy fucking shit this shit is fucking awesome,house,instrumental,let's dance,live,love it,music for life,my fav,new wave,nighttime,orgasm,rave,seen live,sexy,single,skins soundtrack,soundtrack,stuff that gets me moving,synth,synthpop,techno,tinosoft,trance,trip-hop,weather,yearns to be covered
1395	00s,chillout,dance,electronic,female vocalists,funk,house,level two,trance,vocal
1396	<3,color,cool,dance,dance with somebody,electro,electronic,electronica,german,minimal,nu rave,remix,techno,tinosoft
1397	90s,acid,all time faves,beats,big beat,brett,british,chillout,cool,cover,dance,driving music,electro,electro house,electronic,electronica,energetic,house,late night tunes,my electro feelings,play it loud,pop,remix,rock,rock alternative,seen live,soul,trance
1398	better than the original,bouncy,but the party dont stop,crazy,dance,disco,docomo cm,electro,electronic,electronica,electropop,france,french,fun,great lyrics,indie,indietronica,just chillin,movie,neon space,new rave,pop,songs i can actually listen to on repeat,songs that remind me of summer 07-08,techno
1399	breaks,club,dance,dance - trance,electronic,electronica,house,techno
1400	00s,2008,2010,<3,acoustic,all the best,alsolike,alternative,alternative rock,always in my mind,amazing,ambient,andrew vanwyngarden,atmospheric,awesome,beautiful,ben goldwasser,best songs of the 00s,brilliant,catchy,chillout,cool,cute,dance,dreamy,electro,electro-indie,electronic,electronica,elertronic,epic,excellent reason for crying,experimental,experimental rock,folk,fucking awesome,fun,genius,gossip girl,happy,hippie,i can and will listen to this song all day,idolo,indie,indie luv,indie pop,indie rock,indietronica,la cancion de mi generacion,love at first listen,love it,madonna,male vocalists,mgmt,mika,my electro feelings,neo-hippie,neo-psychedelia,new wave,orgasm,oui fm,party,perfect,pop,progressive,progressive rock,psicodelia,psychedelic,psychedelic pop,psychedelic rock,relax,remember him,rock,seen live,sex,songs i absolutely love,songs i can actually listen to on repeat,sweet,synth pop,the vampire diaries,these guys fucking rule,tracks i would put on a movie soundtrack,viaje espiritual,viaje sensorial,volar,weird lyrics,you are welcome in poland
1401	0 play yet,00s,awesome,beautiful,best song ever,build up,burns,chillout,dance,deepclash,disconnection from reality,dnb,dubstep,eargasm,electro,electro house,electronic,epic,fave songs ever,favorites,gossip girl,house,i would totally love this a million times,idm,instrumental,jay-z,jet set radio future,mariah carey,masterpiece,minimal,mya,orgasmic,progressive house,space tech,tech house,trance
1402	american,awesome,banger,beast,dirty south,dope cut,favorite,fiya,freestyle,hip hop,hip hop/rap,hip-hop,humor,ill,jazz,lovely,phat,poignant,rap,sick,the good stuff,tight
1403	dance,electronic,french,house,party
1404	ambient,aphex twin,boards of canada,casino versus japan,chillout,chillwave,do aliens dance in four four,downtempo,electronic,electronica,experimental,idm,instrumental,lost integrity,soul,trip-hop
1405	british,dance,disco,electro,electronic,electronica,electropop,indie,love,my electro feelings,neon space
1406	1994,1995,90s,90s rock,alternative,alternative rock,american,awesome,better than metallica,brings back memories,cover,driving songs,drugs,hard rock,hardcore,highschool music,indie,oui fm,pop punk,punk,punk rock,rock,seen live,skate punk,soundtrack,tinosoft,tribute albums
1407	acoustic,club,dance,electronic,female vocalists,house,pop,trance,uk
1408	canadian,catchy as hell,dance,dance rock,electro,electronic,electronica,female vocalists,indie,my electro feelings,neon space,ongaku,seen live,wedding dance party
1409	00s,2009,beast,british,calvin,cesar,dance,disco,electro,electronic,electronica,fun,funky,god,harris,hot,house,i fancy him,indie,male vocalist,male vocalists,my fav,nu-disco,polecane,pop,progressive house,scottish,seen live,synthpop,uk,want to see live
1410	dance,dnb,drum and bass,drum n bass,electro,electro house,electronic,electronica,favorite songs,seen live,techno
1411	60s,70s,80s,90s,art rock,british,classic rock,experimental,fusion,guitar solo,hard rock,health food faggot,heavy metal,instrumental,interesting,jazz,planant,progressive,progressive rock,psychedelic,psychedelic rock,rock
1412	1969,1971,60s,70's,70s,70s rock,70ss,acoustic,aggressive,album rock,alternative,alternative rock,arena rock,as,awesome,awesome guitar jams,awesomeness in the form of sound,beautiful,blues,blues rock,blues-rock,boa,boa musica,british,california,chillout,classic,classic rock,classic rock favorites,cover,cowbell,drums,epic,favorites,favourite songs,folk,folk rock,fucking epic,funk,genius,grande banda,guilty pleasures,guitar,guitar gods,guitar solo,guitar virtuoso,hard rock,harmonica,heavy blues rock,heavy metal,i love my dad taste,instrumental,jimmy page,jukebox project,led zeppelin,led zeppelin  - immigrant song,led zeppelin - stairway to heaven,led zeppelin tracks,legends,live,love,male vocalists,male vocals,melancholic,melhor banda do mundo,muito boa mesmo,old school,oldies,other great tracks,powerful,powerfull,progressive rock,psychedelic,psychedelic rock,rain,reggae,rock,rock and roll,rock ballad,rock n roll,sad,ska,songs that make me sad in a good way,tags,the best rock band ive ever heard,things i like,tolkien,uk,zeppelin
1413	1992,60s,70s,80s,90s,absolute disco,adult contemporary,album rock,albums,alternative,anya,babs,bad day,british,classic,classic rock,dick,dinah,donna,edit,english,excessive12inch,favourites,garth,instrumental,life on mars,my fav fun,pop,progressive,progressive rock,rock,roy,simon,soft rock,symphonic prog,symphonic rock,the beowulfs choice,titans,uk,wca,ya
1414	1980's,1980s,2000s,60s,70s,80's,80s,80s pop,90s,a god on the earth,acoustic,album rock,amazing,awesome,beautiful,best,bond,british,christmas,christmas favourites,classic,classic rock,cool,dreamy,eighties,english,epic,folk,fun,genius,happy,happy happy joy joy,holiday,holiday soundtrack,i am in love with this song,i love dancing about to this like a complete and utter idiot,james bond,jazz rock,legend,live,love song,male vocalists,mellow rock,novelty,old,oldies,pop,pop rock,popular,rock,rock and roll,rock n roll,romantic,sad,seen live,singalong,singer-songwriter,smooth,soft rock,songwriter,sweet,the beatles,underrated,war,wtf,xmas
1415	1008,1968,1969,60s,70s,americana,awesome-ness,blues,blues rock,california,cities,classic rock,cover,covers,creedence cleawater revival,english,epic,folk,folk rock,girls names,guitar solo,i love my dad taste,lovelovelove x 392834,male,oldies,questions,rain,rock,rock and roll,rock n roll,southern fried rock,southern rock,weather
1416	1970's,1970s,70's,70s,70s pop,80s,a god on the earth,acoustic,all the best,beautiful,best songs of the 80s,bi daha dinlicem,british,classic,classic rock,cover,covers,dreamy,english,folk,fun,genius,george harrison,guitar virtuoso,hard rock,in my head forever,instrumental,love,lovely,male vocalists,masterpiece,mellow,obscure,perfect,pissed off,pop,popular,psychedelic,psychedelic rock,rock,rock fusion,sad,seventies,singer-songwriter,songwriter,sweet,vocalists i love
1417	folk metal,metal,pagan,progressive metal,viking metal
1418	abstract,alternative,ambient,art rock,atmospheric,barkbarkdisco,beautiful,british,christmas blend,downtempo,electronic,experimental,favorite artist,glasgow,haunting,indie,indie rock,instrumental,live,live music archive,mellow,mogwai,noise,pastel,post rock,post-punk,post-rock,robots,rock,rock-a-rolla cover stars,scottish,space rock,straight up modern rock,summer,sxsw2006,top100
1419	classic rock,house,jay ferguson,psychedelic,psychedelic rock,randy california,rock,still have the vinyl
1420	60s,classic rock,folk rock,soundtrack,southern rock
1421	brazilian,male vocalists,mpb,singer-songwriter
1422	60s,70s,80s,acoustic,blues,classic rock,folk,guitar solo,i love my dad taste,jam,jukebox project,live recording,mellow,psychedelic,psychedelic rock,rock,rock n roll
1423	00s,ambient,anarchist,apocalyptic,art music,art rock,braindance,canada,coisa de deus,constellation records,epic,experimental,instrumental,lefties,maybe post rock,melancholy,noise,pastel,post modern,post rock,post-rock,psychedelic,seen live
1424	90210,90s,<3,acoustic,alternative,alternative rock,amazing,american,atmospheric,beautiful,blues,brilliant,cat power,chillout,cool,cover,dream pop,dreamy,emotional,excellent reason for crying,experimental,fave,female vocalist,female vocalists,folk,fucking awesome,genius,indie,indie folk,indie pop,indie rock,indietronica,innocent,jazz,lo-fi,love at first listen,lovely,melancolia,mellow,new wave,new weird america,not-emo,perfect,piano,relax,relaxing,riot grrl,riot grrrl,rock,sad,seen live,singer-songwriter,skins soundtrack,songs i absolutely love,songs ive obsessed over,songs to download later,soul,sweet,trip-hop
1425	70s,a floyd,a god on the earth,atmospheric,best songs ever,britrock,classic rock,favorites,genius,guitar,guitar virtuoso,progressive,progressive rock,psychedelic,psychedelic rock,rock,shine on you crazy diamond,singer-songwriter,space rock,terribly beautiful
1426	1967,60s,70s,battlestar galactica,blues,blues rock,classic rock,cover,experimental,folk,funk,guitar,guitar virtuoso,hard rock,i love my dad taste,instrumental,male vocalists,progressive rock,psychedelic,psychedelic rock,rock,rock and roll
1427	1982,60s,70s,80s,album rock,american,anti-witch house,ballad,chill zone,christmas blend,eclectic dance party favorites,epic,epically romantic,funk,indie pop,male vocalists,motown,oscar winning songs,pop,r and b,rhythm and blues,rnb,rock,seen live,singer-songwriter,soul,stevie wonder,visionary
1428	<3,akon,amazing,americans,amor,ashley tisdale,ballad,beautiful,belinda,best,best single,brega,camp rock,catchy,diva,dulce maria,extranjera,favorites,female,female vocalist,female vocalists,good,latin pop,latin teen pop,love at first listen,miley cyrus,pop,rbd,rihanna,selena gomez in the scene,sexy,shakira,soul,spanish,spanish e dance,universal music,usa
1429	dance,divo,female vocalists,gay,latin pop,latin singers,mi delirio,pop,sexy boy
1430	danc,dance,dance-pop,latin,latin pop,male vocalists,pop,pop rock,rock
1431	ballad,latin,latin pop,spanish
1432	ballad,corta venas,dedicadas,depre,great moments at et7,italian,italian pop,lpa,male vocalists,myfavorite,pop,powerful voice,romantic,romantica,singer-songwriter,spanish,sweet
1433	dance,good old times,great memories with my siss,great moments at et7,guilty pleasures,lpa,pop,reggaeton,viaje de egresados,world,world music
1434	britney spears,dance,electronic,jeffree star,katy perry,lady gaga,pop,rihanna
1435	ballad,mexican,mexicano,spanish
1436	ballad,brutal death metal,cocksucker,gay,good old times,great memories with my siss,latin,male,pop,songs i sing with my mom,spanish,summer song
1438	hecho en mexico,latin,pop,puta de mierda ojala y te mueras con un pinche dildo electrico atorado en tu ronosa pucha,spanish,tianguiscore
1440	ballad,latin,ot1,pop,pop rock,reggaeton,spanish,tbu
1441	4m4zinq,dance,diva,electronic,f4nt4stic,female vocalists,female vocalits,hit,melrose place,pop,remix
1443	dance,great moments at et7,hip-hop,latin,lpa,reggaeton
1444	amazing,awesome,beautiful,dance,david guetta,hip hop,hip-hop,love at first listen,loved,male vocalists,memories,pop,rap,rnb,seen live,sexy,soul,unicef41
1445	amazing,favourite artists,haiti,international singers,love at first listen,michael,the best
1446	latin pop
1447	00s,american,beautiful,chill zone,classic country,country,country pop,favorite country music group,female vocalists,great song,group,heart breaking,hellcats,jay-z,lady antebellum,love,love songs,loved,male vocalists,mariah carey,miserable,modern country,my favorite,mya,new country,pop,sad
1449	00s,4m4zinq,con voos en el autoo viejos tiempor tro tro,crunk,dance,f4nt4stic,great,great memories with my siss,great moments at et7,hip hop,hip-hop,love,lpa,oh so catchy,party,pop,rap,rnb,sexy,summer song
1450	<3,american,american juniors,angry chick music,breakup music,chick music,dance,female vocalist,female vocalists,hip hop,melrose place,pop,rnb
1451	<3,amazing,bitches,dance,female vocalists,girl group,girls,grupo feminimo,hip hop,hot,lindas e poderosas,love,pop,putinhas,rnb,seen live,urban,vocalista feminimo
1452	<3,addictive,catchy,cute,dance,electronic,english,female,female vocalists,fresh prince,fun,hip hop,hip-hop,let's dance,lil mama,love at first listen,mini-rihanna,neo bitch in training,pop,pop singles,rap,rnb,super catchy,superstar,urban,will smith,youth
1453	american,bitch song,bitchy,disney,female vocalist,female vocalists,floraaah 3,hated but rated,hit,holiday soundtrack,i hate her but i love the song,music,naturally,pop,pop rock,selena gomez,stand out be proud,sucks,teen pop
1455	<3,addictive,amazing,cool,duet,excellent reason for crying,female vocalists,hip hop,hip-hop,kocham,love at first listen,male vocalists,rap,rnb
1456	2010,<3,catchy,dance,electro hop,electronic,fun,gossip girl,hip-hop,house,let's dance,party,pop,rap,rnb,techno
1457	energy,female vocalists,hip hop,hip-hop,jet set radio future,party,pop,rnb,soundtrack
1458	<3,actress,amazing,american,american single,beautiful,beautiful woman,best,bubblegum,catchy,dance,disney,duet,electro pop,energy pop,female,female vocalist,female vocalists,good,guilty pleasure,i love being a girl,icarly,let's dance,love,love at first listen,miranda,miranda cosgrove,nick,nickelodeon,perfect,pop,pop rock,pop-rock,reminds me of a special person,romantic,soundtrack,teen pop,wait and see remix
1459	00s,<3,amazing,american,american idol,best of 2009,blond,carrie underwood,carrie underwood favourite,catchy,country,country divas,country favorites,country pop,country rock,country to the core,diva,drive,fav female singers,fav tracks,favorite,favorite country music female,favorites,feel-good,female,female country,female singers,female vocalist,female vocalists,female vocals,grammy winner,great memories with my geeem,great memories with my siss,great song,idol,inspirational songs,legend,love,loved,miserable,my fav girls,my favorite,my favorite artists,new country,nick and haylie,pop,powerful voice,quitter,rainy day,sad,singer-songwriter,soft rock,songs that remind me of summer 07-08,songs to make florchuchizz cry,summer song,the best of pop,these songs are just amazing,traditional country,western swing
1460	00's,00s,1994,1995,1996,90s,best song ever,catchy,country,country pop,dance,dance 00s,dance music,electronic,eurodance,funny,great,guilty pleasures,male and female,pop,techno
1461	<3,addictive,catchy,cute,dance,duets,furnoo lovers,great song,great voice,my favorite,nick,nickelodeon,pop,rnb,soundtrack,teen pop
1462	00s,2009,country,country pop,group,new country
1463	acoustic,amy macdonald,country,cover,covers,female artists,female vocalists,folk,indie,indie pop,just could not get any better,letmelikeit,love it,pop,rock,singer-songwriter
1464	00s,18 hits,1970's,1970s,1973,1974,1975,1976,1977,1978,1979,1980's,1980s,1981,1982,1986,1992,2006,70's,70s,70s pop,80's,80s,80s pop,90s,<3,abba,abba - album,abba - live,albums,approved by goku,approved by prince vegeta,arrival,australia,awesome,boney m,bonus track,brutal death metal,camp,catchy,christmas songs,classic,classic rock,cover,dance,dance-pop,disco,dream pop,eighties,europop,eurovision,favorite by this group,female vocalists,french version,fun,german version,gold - greatest hits,happy,hit,i love my dad taste,ill be ok,in concert,instrumental,legend,live,love,melodifestivalen,mossy,mossy rock,music of my childhood,new wave,new wave and eighties,novelty,obscure,old,oldies,other great tracks,paris,pop,pop-rock,popular,remix,ring ring,rock,scandinavian,seventies,spanish version,swedish,swedish pop,swedish version,the album,the girl with the golden hair,the movie,the visitors,top 40,tour 77,tour 79,voulez vous,waterloo,wembley,wtf
1465	1980's,2000s,70s pop,80's,80s pop,abba,all time hit,catchy,cover,dance,dance music,female,female vocalists,great,hit,house music,melhor cantora europeia de todos os tempos,obscure,old,remix,sexy,sing along,swedish,swedish pop,wtf
1467	ackles,alternative rock,american,fucking sexy,pop,pop rock,rock,sexy,smooth
1468	5-star,70s,80s,acoustic,amazing,american,aor,arena rock,art rock,atmospheric,b side,beautiful,bi daha dinlicem,classic rock,epic,favorite artists,great lyricists,guitar virtuoso,hard prog,hard rock,heavy prog,hidden gem,hypnotic,inspirational,masterpiece,mellow,one of their best,personal,progressive,progressive rock,rock,rock n roll,soundtrack,symphonic prog
1469	1960's,1960s,1965,1966,1967,1968,60's,60s,60s pop,70s,acoustic guitar,american,bad day,california,classic rock,dreamy-perfect pop,female vocalists,folk,folk rock,goddesses,groovy,i love my dad taste,other great tracks,pop,popular,psychedelic,rock
1470	acoustic,adoracao,alternative,alternative rock,amazing,american,ballads,beautiful,chill,christian,christian rock,criminal minds,depressive,diego,diego 12,download required,dreaming,es pop mama,f4nt4stic,favorite,feel-good,gospel,hoy tengo ganas de llorar,indie,indie rock,inlove,jesus,jesus 12,lifehouse,love,loved,male vocalist,male vocalists,melancholy,mellow,music ki me faz lembrar meu amor s2,ohmydamn,one tree hill,other great tracks,piano rock,pop,pop rock,preferidas,relaxing,rock,rock me babe,romantic,roswell,smallville,soft rock,soundtrack,special,summer song,sweet,tbu,the vampire diaries,these songs are just amazing,top 40,top christian,very good,worship
1475	1995,2005,90s,ballad,buenisisimisima,classical - pop,country,dance,fuck me,good old times,great memories with my siss,great moments at et7,guilty pleasure,guilty pleasures,guys i would fuck,latin,latin pop,latin style,love,lpa,male vocalists,mellow,merengue,party,pop,pop dance,pop singles,puerto rico,ricky martin,rock,sad,sexy,songs i sing with my mom,soundtrack,spanish,these songs are just amazing,viaje de egresados,world,world music
1478	60s,70s,country,oldies,oscar winning songs,pop,rain,rock
1479	1981,80s,80s i like,alternative,classic rock,dance,disco,electronic,female vocalists,indie pop,lips songs,pop,pop rock,rock,soft rock,soul
1480	approved by goku,approved by prince vegeta
1481	electropop,happy,happygoodfunandhandclaps,indie,indie pop,indie rock,rock,seen live,synth-punk
1485	90210,best song ever,electronic,electropop,house,indie,indie pop,melrose place,pop
1486	alternative,alternative rock,awesome,awesome-ness,cool,crunk,dance,dancehall,dub,electro,electronic,electronica,experimental,female vocalist,female vocalists,female voices,gossip girl,indie,indie pop,indie rock,lovely,new wave,pop,punk,rap,rock,seen live,sexy,singer-songwriter,soul,the vampire diaries,urban
1487	gossip girl
1489	70s,80s,90s,beautiful,christmas blend,classic country,country,country ladies,covers,duets,easy listening,favorite,favorite country music female,favorite song,favorite songs,female vocalists,love songs,miserable,new country,reba mix,sad
1491	antonio vivaldi,autumn,baroque,classical,instrumental,my pleasuredome,the best classical opera and film scores,this light,vivaldi
1492	indie,indie rock,new wave
1497	british,dance,electronic,hip-hop,oui fm,pop,summer
1499	latin,party,salsa,salsa romantica,spanish
1500	latin,lpa,reggaeton,spanish
1501	hecho en mexico,latin rock,rock en espanol
1502	<3,alternative,alternative rock,bouncy,fantastic,fucking awesome,fun,gossip girl,happy,hyper,indie,indie pop,indie rock,music from the oc,my fav fun,nejlepsi,phoda,pop,pop rock,rock,rooney,seth cohen would listen to this,singalong,soundtrack,summer,the beowulfs choice,the oc,the pedofinder general,touching song,wake up,zadrotstvo
1503	british,dance,electronic,eletropop,ghettotech,pop covers
1504	80s,90s,aana,alternative,alternative rock,amazing,american underground,avant-garde,college rock,darby crash,descoperiri,dreampop,experimental,experimental rock,favorites,female vocalists,fucking awesome,genius,girlamazing,gluhie 90e,headphone music,idolo,indie,indie rock,iron jesus,kick ass drummer,lastfm,lastfm hipster artists,my angular favourites,my favs,no wave,noise,noise pop,noise rock,nostalgia,other great tracks,post punk,post-punk,punk,rock,rock me babe,seen live,shoegaze,sonic youth,usa,where is my bong
1505	00s,90s,alternative,australia,australian,ballad,beautiful,best songs of the 00s,bliss,breakup music,brings out the kid in me,chillout,dark songs,dream pop,female,female vocalist,female vocalists,gluhie 90e,good old times,gorgeous,great covers,great memories with my geeem,indie,kickass,leftovergrooves,love,mine,muse,natalie imbruglia,neighbours,nelly furtado,pop,pop rock,rock,sexy,singer-songwriter,slowies,songs i absolutely love,summer breeze,these songs are just amazing,wake up song,weekly top artists,weekly top tracks
1507	f4nt4stic,hip hop,hip-hop,pop,rnb
1508	hey song youre so fucking cute,indie,indie pop,lustpop,sexy songs,songs for gil,sxsw2006
1509	favorite
