id	name	dbpedia_url	wiki_url	img_url
1332	http://dbpedia.org/resource/Puzzles_of_the_Black_Widowers	https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Puzzles_of_the_Black_Widowers_cover.jpg/220px-Puzzles_of_the_Black_Widowers_cover.jpg	https://en.wikipedia.org/wiki/Puzzles_of_the_Black_Widowers	
1333	Omensetter's Luck	http://dbpedia.org/resource/Omensetter's_Luck	https://en.wikipedia.org/wiki/Omensetter's_Luck	https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Omensetters.png/220px-Omensetters.png
1334	http://dbpedia.org/resource/Saturday_Night_and_Sunday_Morning	https://upload.wikimedia.org/wikipedia/en/thumb/c/c0/Saturday_Night_and_Sunday_Morning.jpg/220px-Saturday_Night_and_Sunday_Morning.jpg	https://en.wikipedia.org/wiki/Saturday_Night_and_Sunday_Morning	
1336	The Dead Father	http://dbpedia.org/resource/The_Dead_Father	https://en.wikipedia.org/wiki/The_Dead_Father	https://upload.wikimedia.org/wikipedia/en/4/41/TheDeadFather.jpg
1337	http://dbpedia.org/resource/The_Doctor_Is_Sick	https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/DoctorIsSick.jpg/220px-DoctorIsSick.jpg	https://en.wikipedia.org/wiki/The_Doctor_Is_Sick	
1338	The Yacoubian Building	http://dbpedia.org/resource/The_Yacoubian_Building	https://en.wikipedia.org/wiki/The_Yacoubian_Building	https://upload.wikimedia.org/wikipedia/en/a/a3/The_Yacoubian_Building_%28Book_Cover%29.jpg
1339	Mistral's Kiss	http://dbpedia.org/resource/Mistral's_Kiss	https://en.wikipedia.org/wiki/Mistral's_Kiss	https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/MistralKiss.jpeg/220px-MistralKiss.jpeg
1340	The High Window	http://dbpedia.org/resource/The_High_Window	https://en.wikipedia.org/wiki/The_High_Window	https://upload.wikimedia.org/wikipedia/en/thumb/2/22/RaymondChandler_TheHighWindow.jpg/220px-RaymondChandler_TheHighWindow.jpg
1341	Resurrection Day	http://dbpedia.org/resource/Resurrection_Day	https://en.wikipedia.org/wiki/Resurrection_Day	https://upload.wikimedia.org/wikipedia/en/3/33/DuboRD.jpg
1342	The Rules of Survival	http://dbpedia.org/resource/The_Rules_of_Survival	https://en.wikipedia.org/wiki/The_Rules_of_Survival	https://upload.wikimedia.org/wikipedia/en/thumb/0/0c/The_Rules_of_Survival.jpg/220px-The_Rules_of_Survival.jpg
1343	The Hundred Days	http://dbpedia.org/resource/The_Hundred_Days_(novel)	https://en.wikipedia.org/wiki/The_Hundred_Days_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/The_Hundred_Days_cover.jpg/220px-The_Hundred_Days_cover.jpg
1345	The Ionian Mission	http://dbpedia.org/resource/The_Ionian_Mission	https://en.wikipedia.org/wiki/The_Ionian_Mission	https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/The_Ionian_Mission_cover.jpg/220px-The_Ionian_Mission_cover.jpg
1346	From Anna	http://dbpedia.org/resource/From_Anna	https://en.wikipedia.org/wiki/From_Anna	https://upload.wikimedia.org/wikipedia/en/thumb/7/78/From_Anna_%28Jean_Little%29.jpg/200px-From_Anna_%28Jean_Little%29.jpg
1347	Islands in the Stream	http://dbpedia.org/resource/Islands_in_the_Stream_(novel)	https://en.wikipedia.org/wiki/Islands_in_the_Stream_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/2/22/IslandsInTheStream.jpg/220px-IslandsInTheStream.jpg
1348	Priestess of Avalon	http://dbpedia.org/resource/Priestess_of_Avalon	https://en.wikipedia.org/wiki/Priestess_of_Avalon	https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/MZB_PriestessOfAvalon.jpg/220px-MZB_PriestessOfAvalon.jpg
1349	The Lady in the Lake	http://dbpedia.org/resource/The_Lady_in_the_Lake	https://en.wikipedia.org/wiki/The_Lady_in_the_Lake	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/The_Lady_in_the_Lake_-_Raymond_Chandler_%281st_ed_cover%29.jpg/220px-The_Lady_in_the_Lake_-_Raymond_Chandler_%281st_ed_cover%29.jpg
1350	Of Nightingales That Weep	http://dbpedia.org/resource/Of_Nightingales_That_Weep	https://en.wikipedia.org/wiki/Of_Nightingales_That_Weep	https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Of_Nightingales_That_Weep.jpg/220px-Of_Nightingales_That_Weep.jpg
1351	The Lake of Dead Languages	http://dbpedia.org/resource/The_Lake_of_Dead_Languages	https://en.wikipedia.org/wiki/The_Lake_of_Dead_Languages	https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/The_Lake_of_Dead_Languages_Cover.jpeg/220px-The_Lake_of_Dead_Languages_Cover.jpeg
1352	The Last Sin Eater	http://dbpedia.org/resource/The_Last_Sin_Eater	https://en.wikipedia.org/wiki/The_Last_Sin_Eater	https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/TheLastSinEater.jpg/220px-TheLastSinEater.jpg
1353	Nylon Angel	http://dbpedia.org/resource/Nylon_Angel	https://en.wikipedia.org/wiki/Nylon_Angel	https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Nylon_Angel.jpg/220px-Nylon_Angel.jpg
1354	The Last Chronicle of Barset	http://dbpedia.org/resource/The_Last_Chronicle_of_Barset	https://en.wikipedia.org/wiki/The_Last_Chronicle_of_Barset	https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Last_Chronicle.jpg/220px-Last_Chronicle.jpg
1355	The Letter of Marque	http://dbpedia.org/resource/The_Letter_of_Marque	https://en.wikipedia.org/wiki/The_Letter_of_Marque	https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/The_Letter_of_Marque_cover.jpg/220px-The_Letter_of_Marque_cover.jpg
1356	Gakuen Heaven	http://dbpedia.org/resource/Gakuen_Heaven	https://en.wikipedia.org/wiki/Gakuen_Heaven	https://upload.wikimedia.org/wikipedia/en/f/f6/Gakuen_Heaven_volume1.jpg
1357	The Lives of a Cell: Notes of a Biology Watcher	http://dbpedia.org/resource/The_Lives_of_a_Cell:_Notes_of_a_Biology_Watcher	https://en.wikipedia.org/wiki/The_Lives_of_a_Cell:_Notes_of_a_Biology_Watcher	https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/The_Lives_of_a_Cell.png/220px-The_Lives_of_a_Cell.png
1358	The Long Goodbye	http://dbpedia.org/resource/The_Long_Goodbye_(novel)	https://en.wikipedia.org/wiki/The_Long_Goodbye_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/RaymondChandler_TheLongGoodbye.jpg/220px-RaymondChandler_TheLongGoodbye.jpg
1359	Roald Dahl's Book of Ghost Stories	http://dbpedia.org/resource/Roald_Dahl's_Book_of_Ghost_Stories	https://en.wikipedia.org/wiki/Roald_Dahl's_Book_of_Ghost_Stories	https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Roald_Dahl%27s_Book_of_Ghost_Stories.jpg/220px-Roald_Dahl%27s_Book_of_Ghost_Stories.jpg
1361	http://dbpedia.org/resource/Driftglass	https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Driftglass.jpg/250px-Driftglass.jpg	https://en.wikipedia.org/wiki/Driftglass	
1362	The Mauritius Command	http://dbpedia.org/resource/The_Mauritius_Command	https://en.wikipedia.org/wiki/The_Mauritius_Command	https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/MauritiusCommand.jpg/220px-MauritiusCommand.jpg
1363	The Meaning of Everything	http://dbpedia.org/resource/The_Meaning_of_Everything	https://en.wikipedia.org/wiki/The_Meaning_of_Everything	https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/The_Meaning_of_Everything_cover.jpg/220px-The_Meaning_of_Everything_cover.jpg
1364	A Year at the Movies: One Man's Filmgoing Odyssey	http://dbpedia.org/resource/A_Year_at_the_Movies:_One_Man's_Filmgoing_Odyssey	https://en.wikipedia.org/wiki/A_Year_at_the_Movies:_One_Man's_Filmgoing_Odyssey	https://upload.wikimedia.org/wikipedia/en/thumb/1/15/A_Year_at_the_Movies_One_Man%27s_Filmgoing_Odyssey.jpg/220px-A_Year_at_the_Movies_One_Man%27s_Filmgoing_Odyssey.jpg
1365	The Merchant of Venice	http://dbpedia.org/resource/The_Merchant_of_Venice	https://en.wikipedia.org/wiki/The_Merchant_of_Venice	https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Merchant_venice_tp.jpg/220px-Merchant_venice_tp.jpg
1366	Definitive Biography of P.D.Q. Bach	http://dbpedia.org/resource/The_Definitive_Biography_of_P.D.Q._Bach	https://en.wikipedia.org/wiki/The_Definitive_Biography_of_P.D.Q._Bach	https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/The_Definitive_Biography_of_P.D.Q._Bach_%28book%29.jpg/200px-The_Definitive_Biography_of_P.D.Q._Bach_%28book%29.jpg
1367	The Bell Jar	http://dbpedia.org/resource/The_Bell_Jar	https://en.wikipedia.org/wiki/The_Bell_Jar	https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Belljarfirstedition.jpg/220px-Belljarfirstedition.jpg
1368	http://dbpedia.org/resource/Heavenly_Breakfast	https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Heavenlybreakfast.jpg/220px-Heavenlybreakfast.jpg	https://en.wikipedia.org/wiki/Heavenly_Breakfast	
1369	The BFG	http://dbpedia.org/resource/The_BFG	https://en.wikipedia.org/wiki/The_BFG	https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/The_BFG_%28Dahl_novel_-_cover_art%29.jpg/220px-The_BFG_%28Dahl_novel_-_cover_art%29.jpg
1370	Mercier and Camier	http://dbpedia.org/resource/Mercier_and_Camier	https://en.wikipedia.org/wiki/Mercier_and_Camier	https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/Beckett_Mercier_French.jpg/220px-Beckett_Mercier_French.jpg
1371	The Nutmeg of Consolation	http://dbpedia.org/resource/The_Nutmeg_of_Consolation	https://en.wikipedia.org/wiki/The_Nutmeg_of_Consolation	https://upload.wikimedia.org/wikipedia/en/thumb/4/45/The_Nutmeg_of_Consolation_cover.jpg/220px-The_Nutmeg_of_Consolation_cover.jpg
1372	The Expedition of Humphry Clinker	http://dbpedia.org/resource/The_Expedition_of_Humphry_Clinker	https://en.wikipedia.org/wiki/The_Expedition_of_Humphry_Clinker	https://images-na.ssl-images-amazon.com/images/P/0140430210.01._SX360_SCLZZZZZZZ_.jpg
1373	Times Square Red, Times Square Blue	http://dbpedia.org/resource/Times_Square_Red,_Times_Square_Blue	https://en.wikipedia.org/wiki/Times_Square_Red,_Times_Square_Blue	https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Times_square_red_times_square_blue.jpg/220px-Times_square_red_times_square_blue.jpg
1374	http://dbpedia.org/resource/Sentenced_to_Prism	https://upload.wikimedia.org/wikipedia/en/d/d1/Sentenced_to_Prism.jpg	https://en.wikipedia.org/wiki/Sentenced_to_Prism	
1375	http://dbpedia.org/resource/Captain_Underpants_and_the_Invasion_of_the_Incredibly_Naughty_Cafeteria_Ladies_from_Outer_Space_(and_the_Subsequent_Assault_of_the_Equally_Evil_Lunchroom_Zombie_Nerds)	https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Captain_Underpants_Lunch_Ladies.jpg/220px-Captain_Underpants_Lunch_Ladies.jpg	https://en.wikipedia.org/wiki/Captain_Underpants_and_the_Invasion_of_the_Incredibly_Naughty_Cafeteria_Ladies_from_Outer_Space_(and_the_Subsequent_Assault_of_the_Equally_Evil_Lunchroom_Zombie_Nerds)	
1376	The Witch's Daughter	http://dbpedia.org/resource/The_Witch's_Daughter	https://en.wikipedia.org/wiki/The_Witch's_Daughter	https://upload.wikimedia.org/wikipedia/en/thumb/7/73/The_Witch%27s_Daughter_cover.jpg/220px-The_Witch%27s_Daughter_cover.jpg
1379	The Discovery of Heaven	http://dbpedia.org/resource/The_Discovery_of_Heaven	https://en.wikipedia.org/wiki/The_Discovery_of_Heaven	https://upload.wikimedia.org/wikipedia/en/thumb/9/93/The_Discovery_of_Heaven_1992_first_edition_cover.jpg/220px-The_Discovery_of_Heaven_1992_first_edition_cover.jpg
1380	Things that Fall from the Sky	http://dbpedia.org/resource/Things_That_Fall_from_the_Sky	https://en.wikipedia.org/wiki/Things_That_Fall_from_the_Sky	https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/ThingsThatFallFromTheSky.jpg/220px-ThingsThatFallFromTheSky.jpg
1381	Diary of a Drug Fiend	http://dbpedia.org/resource/Diary_of_a_Drug_Fiend	https://en.wikipedia.org/wiki/Diary_of_a_Drug_Fiend	https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/The_Diary_of_a_Drug_Fiend.png/200px-The_Diary_of_a_Drug_Fiend.png
1382	The Forest House	http://dbpedia.org/resource/The_Forest_House	https://en.wikipedia.org/wiki/The_Forest_House	https://upload.wikimedia.org/wikipedia/en/thumb/7/73/The_forest_house_book_cover.jpg/200px-The_forest_house_book_cover.jpg
1383	http://dbpedia.org/resource/The_Prime_Minister_(novel)	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Trollope.prime_minister.jpg/220px-Trollope.prime_minister.jpg	https://en.wikipedia.org/wiki/The_Prime_Minister_(novel)	
1384	The Wind Singer	http://dbpedia.org/resource/The_Wind_Singer	https://en.wikipedia.org/wiki/The_Wind_Singer	https://upload.wikimedia.org/wikipedia/en/thumb/4/48/TheWindSinger.JPG/220px-TheWindSinger.JPG
1385	Don't let the pigeon drive the bus!	http://dbpedia.org/resource/Don't_Let_the_Pigeon_Drive_the_Bus!	https://en.wikipedia.org/wiki/Don't_Let_the_Pigeon_Drive_the_Bus!	https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Pigeonbus.jpg/220px-Pigeonbus.jpg
1387	The Reverse of the Medal	http://dbpedia.org/resource/The_Reverse_of_the_Medal	https://en.wikipedia.org/wiki/The_Reverse_of_the_Medal	https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/The_Reverse_of_the_Medal_cover.jpg/220px-The_Reverse_of_the_Medal_cover.jpg
1388	The Rottweiler	http://dbpedia.org/resource/The_Rottweiler	https://en.wikipedia.org/wiki/The_Rottweiler	https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/The_rottweiler.jpg/220px-The_rottweiler.jpg
1390	The Mists of Avalon	http://dbpedia.org/resource/The_Mists_of_Avalon	https://en.wikipedia.org/wiki/The_Mists_of_Avalon	https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Mists_of_Avalon-1st_ed.jpg/220px-Mists_of_Avalon-1st_ed.jpg
1391	The Skull Beneath the Skin	http://dbpedia.org/resource/The_Skull_Beneath_the_Skin	https://en.wikipedia.org/wiki/The_Skull_Beneath_the_Skin	https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/TheSkullBeneathTheSkin.jpg/220px-TheSkullBeneathTheSkin.jpg
1392	The Small House at Allington	http://dbpedia.org/resource/The_Small_House_at_Allington	https://en.wikipedia.org/wiki/The_Small_House_at_Allington	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/%22The_Small_House_at_Allington%22_first_book_edition_title_page.jpg/220px-%22The_Small_House_at_Allington%22_first_book_edition_title_page.jpg
1393	End Game	http://dbpedia.org/resource/End_Games	https://en.wikipedia.org/wiki/End_Games	https://upload.wikimedia.org/wikipedia/en/thumb/2/28/EndGames.jpg/220px-EndGames.jpg
1394	The Name of the Rose	http://dbpedia.org/resource/The_Name_of_the_Rose	https://en.wikipedia.org/wiki/The_Name_of_the_Rose	https://upload.wikimedia.org/wikipedia/en/e/eb/The_Name_of_the_Rose.jpg
1395	The Ashes of Eden	http://dbpedia.org/resource/The_Ashes_of_Eden	https://en.wikipedia.org/wiki/The_Ashes_of_Eden	https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Star_trek_the_ashes_of_Eden.jpeg/220px-Star_trek_the_ashes_of_Eden.jpeg
1396	Bitter Gold Hearts	http://dbpedia.org/resource/Bitter_Gold_Hearts	https://en.wikipedia.org/wiki/Bitter_Gold_Hearts	https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Bitter_Gold_Hearts.jpg/220px-Bitter_Gold_Hearts.jpg
1398	The Surgeon's Mate	http://dbpedia.org/resource/The_Surgeon's_Mate	https://en.wikipedia.org/wiki/The_Surgeon's_Mate	https://upload.wikimedia.org/wikipedia/en/thumb/1/18/The_Surgeon%27s_Mate_cover.jpg/220px-The_Surgeon%27s_Mate_cover.jpg
1399	http://dbpedia.org/resource/Dragon_Magic	https://upload.wikimedia.org/wikipedia/en/c/c4/DragonMagicCover.jpg	https://en.wikipedia.org/wiki/Dragon_Magic	
1402	http://dbpedia.org/resource/Lore_of_the_Witch_World	https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Lore_of_the_Witch_World.jpg/220px-Lore_of_the_Witch_World.jpg	https://en.wikipedia.org/wiki/Lore_of_the_Witch_World	
1403	The Western Canon: The Books and School of the Ages	http://dbpedia.org/resource/The_Western_Canon:_The_Books_and_School_of_the_Ages	https://en.wikipedia.org/wiki/The_Western_Canon:_The_Books_and_School_of_the_Ages	https://upload.wikimedia.org/wikipedia/en/9/95/The_Western_Canon.png
1404	http://dbpedia.org/resource/Old_Tin_Sorrows	https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Old_Tin_Sorrows.jpg/220px-Old_Tin_Sorrows.jpg	https://en.wikipedia.org/wiki/Old_Tin_Sorrows	
1405	The Travels of Marco Polo	http://dbpedia.org/resource/The_Travels_of_Marco_Polo	https://en.wikipedia.org/wiki/The_Travels_of_Marco_Polo	https://images-na.ssl-images-amazon.com/images/P/0140440577.01._SX360_SCLZZZZZZZ_.jpg
1406	The Picture of Dorian Gray	http://dbpedia.org/resource/The_Picture_of_Dorian_Gray	https://en.wikipedia.org/wiki/The_Picture_of_Dorian_Gray	https://images-na.ssl-images-amazon.com/images/P/0375751513.01._SX360_SCLZZZZZZZ_.jpg
1407	Shadows Linger	http://dbpedia.org/resource/Shadows_Linger	https://en.wikipedia.org/wiki/Shadows_Linger	https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Shadows_Linger.jpg/220px-Shadows_Linger.jpg
1408	http://dbpedia.org/resource/Soldiers_Live	https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Soldiers_Live.jpg/220px-Soldiers_Live.jpg	https://en.wikipedia.org/wiki/Soldiers_Live	
1409	Sweet Silver Blues	http://dbpedia.org/resource/Sweet_Silver_Blues	https://en.wikipedia.org/wiki/Sweet_Silver_Blues	https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Sweet_Silver_Blues.jpg/220px-Sweet_Silver_Blues.jpg
1410	The Unknown Shore	http://dbpedia.org/resource/The_Unknown_Shore	https://en.wikipedia.org/wiki/The_Unknown_Shore	https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/PatrickOBrian_TheUknownShore.jpg/220px-PatrickOBrian_TheUknownShore.jpg
1412	The Valley of Fear	http://dbpedia.org/resource/The_Valley_of_Fear	https://en.wikipedia.org/wiki/The_Valley_of_Fear	https://upload.wikimedia.org/wikipedia/commons/8/84/Valley_of_fear.jpg
1413	Water Sleeps	http://dbpedia.org/resource/Water_Sleeps	https://en.wikipedia.org/wiki/Water_Sleeps	https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Water_Sleeps.jpg/220px-Water_Sleeps.jpg
1414	Galatea 2.2	http://dbpedia.org/resource/Galatea_2.2	https://en.wikipedia.org/wiki/Galatea_2.2	https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/GalateaPowers.jpg/200px-GalateaPowers.jpg
1415	Time traders	http://dbpedia.org/resource/The_Time_Traders	https://en.wikipedia.org/wiki/The_Time_Traders	https://upload.wikimedia.org/wikipedia/en/thumb/3/32/TheTimeTraders.jpg/220px-TheTimeTraders.jpg
1417	The Warden	http://dbpedia.org/resource/The_Warden	https://en.wikipedia.org/wiki/The_Warden	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/The_Warden.jpg/220px-The_Warden.jpg
1418	Wildside	http://dbpedia.org/resource/Wildsiderz	https://en.wikipedia.org/wiki/Wildsiderz	https://upload.wikimedia.org/wikipedia/en/9/95/Wildsiderz-1Cover.jpg
1419	The Wine-Dark Sea	http://dbpedia.org/resource/The_Wine-Dark_Sea	https://en.wikipedia.org/wiki/The_Wine-Dark_Sea	https://upload.wikimedia.org/wikipedia/en/thumb/4/44/The_Wine-Dark_Sea_cover.jpg/220px-The_Wine-Dark_Sea_cover.jpg
1420	The Castle in the Forest	http://dbpedia.org/resource/The_Castle_in_the_Forest	https://en.wikipedia.org/wiki/The_Castle_in_the_Forest	https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/Castleintheforestcover.jpg/220px-Castleintheforestcover.jpg
1421	The Yellow Admiral	http://dbpedia.org/resource/The_Yellow_Admiral	https://en.wikipedia.org/wiki/The_Yellow_Admiral	https://upload.wikimedia.org/wikipedia/en/thumb/8/88/The_Yellow_Admiral_cover.jpg/220px-The_Yellow_Admiral_cover.jpg
1422	Daughter of the Lion	http://dbpedia.org/resource/Daughter_of_the_Lioness	https://en.wikipedia.org/wiki/Daughter_of_the_Lioness	https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Trickster%27s_queen.jpg/220px-Trickster%27s_queen.jpg
1423	Dreamsnake	http://dbpedia.org/resource/Dreamsnake	https://en.wikipedia.org/wiki/Dreamsnake	https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Dreamsnake%281stEd%29.jpg/220px-Dreamsnake%281stEd%29.jpg
1424	House of the Wolf	http://dbpedia.org/resource/The_House_of_the_Wolf	https://en.wikipedia.org/wiki/The_House_of_the_Wolf	https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/The_House_of_the_Wolf_%28Basil_Copper_novel_-_cover_art%29.jpg/220px-The_House_of_the_Wolf_%28Basil_Copper_novel_-_cover_art%29.jpg
1425	Titus Alone	http://dbpedia.org/resource/Titus_Alone	https://en.wikipedia.org/wiki/Titus_Alone	https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Talone50.jpg/220px-Talone50.jpg
1426	The Echo Maker	http://dbpedia.org/resource/The_Echo_Maker	https://en.wikipedia.org/wiki/The_Echo_Maker	https://upload.wikimedia.org/wikipedia/en/thumb/0/01/The.Echo.Maker.jpg/200px-The.Echo.Maker.jpg
1428	Titus Groan	http://dbpedia.org/resource/Titus_Groan	https://en.wikipedia.org/wiki/Titus_Groan	https://upload.wikimedia.org/wikipedia/en/thumb/3/31/Tglg.jpg/220px-Tglg.jpg
1429	To Have and Have Not	http://dbpedia.org/resource/To_Have_and_Have_Not	https://en.wikipedia.org/wiki/To_Have_and_Have_Not	https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/To_Have_and_Have_Note_%28Hemmingway_novel%29_1st_edition_cover.jpg/220px-To_Have_and_Have_Note_%28Hemmingway_novel%29_1st_edition_cover.jpg
1430	The Twits	http://dbpedia.org/resource/The_Twits	https://en.wikipedia.org/wiki/The_Twits	https://upload.wikimedia.org/wikipedia/en/thumb/2/22/The_Twits_first_edition.jpg/220px-The_Twits_first_edition.jpg
1431	Tom Brown's School Days	http://dbpedia.org/resource/Tom_Brown's_School_Days	https://en.wikipedia.org/wiki/Tom_Brown's_School_Days	https://images-na.ssl-images-amazon.com/images/P/0192835351.01._SX360_SCLZZZZZZZ_.jpg
1432	Santiago: A Myth of the Far Future	http://dbpedia.org/resource/Santiago:_a_Myth_of_the_Far_Future	https://en.wikipedia.org/wiki/Santiago:_a_Myth_of_the_Far_Future	https://upload.wikimedia.org/wikipedia/en/e/e6/Santiago_%28Mike_Resnick_novel_-_front_cover%29.jpg
1433	Treason's Harbour	http://dbpedia.org/resource/Treason's_Harbour	https://en.wikipedia.org/wiki/Treason's_Harbour	https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Treason%27s_Harbour_cover.jpg/220px-Treason%27s_Harbour_cover.jpg
1434	Bloomability	http://dbpedia.org/resource/Bloomability	https://en.wikipedia.org/wiki/Bloomability	https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Bloomability.jpg/220px-Bloomability.jpg
1435	Housekeeping vs. the Dirt	http://dbpedia.org/resource/Housekeeping_vs._The_Dirt	https://en.wikipedia.org/wiki/Housekeeping_vs._The_Dirt	https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/HousekeepingVsTheDirt.jpg/220px-HousekeepingVsTheDirt.jpg
1437	The Knight and Knave of Swords	http://dbpedia.org/resource/The_Knight_and_Knave_of_Swords	https://en.wikipedia.org/wiki/The_Knight_and_Knave_of_Swords	https://upload.wikimedia.org/wikipedia/en/thumb/1/13/The_Knight_and_Knave_of_Swords.jpg/220px-The_Knight_and_Knave_of_Swords.jpg
1438	http://dbpedia.org/resource/The_Last_Wizard	https://upload.wikimedia.org/wikipedia/en/f/ff/Shillitoe_-_The_Last_Wizard_Coverart.png	https://en.wikipedia.org/wiki/The_Last_Wizard	
1439	A Flame in Hali	http://dbpedia.org/resource/A_Flame_in_Hali	https://en.wikipedia.org/wiki/A_Flame_in_Hali	https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Flame_in_hali.jpg/200px-Flame_in_hali.jpg
1440	Casebook of the Black Widowers	http://dbpedia.org/resource/Casebook_of_the_Black_Widowers	https://en.wikipedia.org/wiki/Casebook_of_the_Black_Widowers	https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Casebook_of_the_Black_Widowers_cover.jpg/220px-Casebook_of_the_Black_Widowers_cover.jpg
1441	Double Sin and Other Stories	http://dbpedia.org/resource/Double_Sin_and_Other_Stories	https://en.wikipedia.org/wiki/Double_Sin_and_Other_Stories	https://upload.wikimedia.org/wikipedia/en/thumb/0/06/DoubleSinUSFirstEditionCover1961.jpg/220px-DoubleSinUSFirstEditionCover1961.jpg
1442	Night Mare	http://dbpedia.org/resource/Night_Mare	https://en.wikipedia.org/wiki/Night_Mare	https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Night_Mare_cover.jpg/220px-Night_Mare_cover.jpg
1442	Night Mare	http://dbpedia.org/resource/Night_Mare	https://en.wikipedia.org/wiki/Night_Mare	https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Night_Mare_cover.jpg/220px-Night_Mare_cover.jpg
1443	The Wind in the Willows	http://dbpedia.org/resource/The_Wind_in_the_Willows	https://en.wikipedia.org/wiki/The_Wind_in_the_Willows	https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/The_Wind_in_the_Willows_cover.jpg/220px-The_Wind_in_the_Willows_cover.jpg
1444	The Floating Admiral	http://dbpedia.org/resource/The_Floating_Admiral	https://en.wikipedia.org/wiki/The_Floating_Admiral	https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/TheFloatingAdmiral.jpg/220px-TheFloatingAdmiral.jpg
1445	http://dbpedia.org/resource/The_Hound_of_Death	https://upload.wikimedia.org/wikipedia/en/e/e7/Hound_of_death.jpg	https://en.wikipedia.org/wiki/The_Hound_of_Death	
1446	A Grain of Wheat	http://dbpedia.org/resource/A_Grain_of_Wheat	https://en.wikipedia.org/wiki/A_Grain_of_Wheat	https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/AGrainOfWheat.jpg/220px-AGrainOfWheat.jpg
1447	The Following Story	http://dbpedia.org/resource/The_Following_Story	https://en.wikipedia.org/wiki/The_Following_Story	https://upload.wikimedia.org/wikipedia/en/thumb/8/85/The_Following_Story.jpg/220px-The_Following_Story.jpg
