movie_id	dburl	wiki_url	img_url	name	youtubeId
796	http://dbpedia.org/resource/A_Very_Natural_Thing	https://en.wikipedia.org/wiki/A_Very_Natural_Thing	https://upload.wikimedia.org/wikipedia/en/c/c1/A_Very_Natural_Thing.jpg	Very Natural Thing, A (1974)	XIXXBTd-aQs
798	http://dbpedia.org/resource/Daylight_(film)	https://en.wikipedia.org/wiki/Daylight_(1996_film)	https://upload.wikimedia.org/wikipedia/en/a/a6/Daylight_Stallone.jpg	Daylight (1996)	tRWIfCpxNK4
799	http://dbpedia.org/resource/The_Frighteners	https://en.wikipedia.org/wiki/The_Frighteners	https://upload.wikimedia.org/wikipedia/en/6/63/Frighteners_ver1.jpg	Frighteners, The (1996)	zmQxM32PWRM
800	http://dbpedia.org/resource/Lone_Star_(1996_film)	https://en.wikipedia.org/wiki/Lone_Star_(1996_film)	https://upload.wikimedia.org/wikipedia/en/2/2b/Lone_Star_film.jpg	Lone Star (1996)	fhd8AHbp2c4
801	http://dbpedia.org/resource/Harriet_the_Spy_(film)	https://en.wikipedia.org/wiki/Harriet_the_Spy_(film)	https://upload.wikimedia.org/wikipedia/en/0/0e/Harriet_the_Spy_%281996_film%29_poster.jpg	Harriet the Spy (1996)	pV1YuMsPO88
802	http://dbpedia.org/resource/Phenomenon_(film)	https://en.wikipedia.org/wiki/Phenomenon_(film)	https://upload.wikimedia.org/wikipedia/en/b/bc/Phenomenonposter.jpg	Phenomenon (1996)	apduYg2VqTI
803	http://dbpedia.org/resource/Walking_and_Talking	https://en.wikipedia.org/wiki/Walking_and_Talking	https://upload.wikimedia.org/wikipedia/en/8/81/Walking_and_Talking.jpg	Walking and Talking (1996)	ohAd27SbH6E
804	http://dbpedia.org/resource/She's_the_One	https://en.wikipedia.org/wiki/She's_the_One_(1996_film)	https://upload.wikimedia.org/wikipedia/en/1/14/She%27stheonemovieposter.jpg	She's the One (1996)	mIvoJ2_8X5I
805	http://dbpedia.org/resource/A_Time_to_Kill_(1996_film)	https://en.wikipedia.org/wiki/A_Time_to_Kill_(1996_film)	https://upload.wikimedia.org/wikipedia/en/6/60/Time_to_kill_poster.jpg	Time to Kill, A (1996)	7hfTnum9fVA
806	http://dbpedia.org/resource/American_Buffalo_(film)	https://en.wikipedia.org/wiki/American_Buffalo_(film)	https://upload.wikimedia.org/wikipedia/en/6/66/American_Buffalo.jpg	American Buffalo (1996)	ZsWPpq_AqDA
808	http://dbpedia.org/resource/Alaska_(1996_film)	https://en.wikipedia.org/wiki/Alaska_(1996_film)	https://upload.wikimedia.org/wikipedia/en/5/56/Alaskaposter1996.jpg	Alaska (1996)	oYx_p8N7WH4
809	http://dbpedia.org/resource/Fled	https://en.wikipedia.org/wiki/Fled	https://upload.wikimedia.org/wikipedia/en/1/15/Fled_poster.jpg	Fled (1996)	ecVhVN0QrIE
810	http://dbpedia.org/resource/Kazaam	https://en.wikipedia.org/wiki/Kazaam	https://upload.wikimedia.org/wikipedia/en/3/38/Kazaam_poster.jpg	Kazaam (1996)	8GfdemcL35A
813	http://dbpedia.org/resource/Larger_than_Life_(film)	https://en.wikipedia.org/wiki/Larger_than_Life_(film)	https://upload.wikimedia.org/wikipedia/en/e/e1/Larger_than_life_poster.jpg	Larger Than Life (1996)	I4xX5vuxOaY
814	http://dbpedia.org/resource/A_Boy_Called_Hate	https://en.wikipedia.org/wiki/A_Boy_Called_Hate	https://upload.wikimedia.org/wikipedia/en/8/8e/ABoyCalledHate1995Cover.jpg	Boy Called Hate, A (1995)	sGGgIYGpCC4
815	http://dbpedia.org/resource/Power_98_(film)	https://en.wikipedia.org/wiki/Power_98_(film)	https://upload.wikimedia.org/wikipedia/en/b/be/Power_98_VHS_cover.jpg	Power 98 (1995)	L2_8jif3O7U
818	http://dbpedia.org/resource/A_Very_Brady_Sequel	https://en.wikipedia.org/wiki/A_Very_Brady_Sequel	https://upload.wikimedia.org/wikipedia/en/9/94/Very_brady_sequel.jpg	Very Brady Sequel, A (1996)	WBJo1OLm1IA
823	http://dbpedia.org/resource/La_Collectionneuse	https://en.wikipedia.org/wiki/La_Collectionneuse	https://upload.wikimedia.org/wikipedia/en/5/58/La_Collectionneuse_%28film%29.jpg	Collectionneuse, La (1967)	HMcPo-S1v-k
824	http://dbpedia.org/resource/The_Enigma_of_Kaspar_Hauser	https://en.wikipedia.org/wiki/The_Enigma_of_Kaspar_Hauser	https://upload.wikimedia.org/wikipedia/en/e/e1/The_Enigma_of_Kaspar_Hauser.jpg	Kaspar Hauser (1993)	1Q8IayvjfkU
828	http://dbpedia.org/resource/The_Adventures_of_Pinocchio_(1996_film)	https://en.wikipedia.org/wiki/The_Adventures_of_Pinocchio_(1996_film)	https://upload.wikimedia.org/wikipedia/en/3/31/Adventures_of_pinocchio_ver1.jpg	Adventures of Pinocchio, The (1996)	m8e2Hv-nO24
829	http://dbpedia.org/resource/Joe's_Apartment	https://en.wikipedia.org/wiki/Joe's_Apartment	https://upload.wikimedia.org/wikipedia/en/d/d1/Joe%27s_Apartment.jpg	Joe's Apartment (1996)	es0dcoiww60
830	http://dbpedia.org/resource/The_First_Wives_Club	https://en.wikipedia.org/wiki/The_First_Wives_Club	https://upload.wikimedia.org/wikipedia/en/d/d1/Thefirstwivesclub.jpg	First Wives Club, The (1996)	5YBmnlAeijk
831	http://dbpedia.org/resource/Stonewall_(1995_film)	https://en.wikipedia.org/wiki/Stonewall_(1995_film)	https://upload.wikimedia.org/wikipedia/en/6/69/Stonewall_poster_01.jpg	Stonewall (1995)	wN6BI7mEtKg
832	http://dbpedia.org/resource/Ransom_(1996_film)	https://en.wikipedia.org/wiki/Ransom_(1996_film)	https://upload.wikimedia.org/wikipedia/en/d/d2/RansomPoster.jpg	Ransom (1996)	mebIhXK8srA
833	http://dbpedia.org/resource/High_School_High	https://en.wikipedia.org/wiki/High_School_High	https://upload.wikimedia.org/wikipedia/en/2/2e/High_School_High_%28film%29.jpg	High School High (1996)	jBGru6cBEdU
834	http://dbpedia.org/resource/Phat_Beach	https://en.wikipedia.org/wiki/Phat_Beach	https://upload.wikimedia.org/wikipedia/en/b/b4/Phat_Beach_DVD.jpg	Phat Beach (1996)	wpmB3kZoKpw
835	http://dbpedia.org/resource/Foxfire_(1996_film)	https://en.wikipedia.org/wiki/Foxfire_(1996_film)	https://upload.wikimedia.org/wikipedia/en/6/6f/Foxfireposter.jpg	Foxfire (1996)	SQ-CopNrehU
836	http://dbpedia.org/resource/Chain_Reaction_(film)	https://en.wikipedia.org/wiki/Chain_Reaction_(1996_film)	https://upload.wikimedia.org/wikipedia/en/1/1e/Chain_reaction_ver1.jpg	Chain Reaction (1996)	eDOUiikiSxM
837	http://dbpedia.org/resource/Matilda_(1996_film)	https://en.wikipedia.org/wiki/Matilda_(1996_film)	https://upload.wikimedia.org/wikipedia/en/b/b7/Matildaposter.jpg	Matilda (1996)	pnzLRDDijW0
838	http://dbpedia.org/resource/Emma	https://en.wikipedia.org/wiki/Emma_(1932_film)	https://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Emma-1932.jpg/1200px-Emma-1932.jpg	Emma (1996)	Jz_P43jHN6w
839	http://dbpedia.org/resource/The_Crow:_City_of_Angels	https://en.wikipedia.org/wiki/The_Crow:_City_of_Angels	https://upload.wikimedia.org/wikipedia/en/1/15/The_Crow_2.jpg	Crow: City of Angels, The (1996)	EptM-uLXUQY
840	http://dbpedia.org/resource/House_Arrest_(film)	https://en.wikipedia.org/wiki/House_Arrest_(1996_film)	https://upload.wikimedia.org/wikipedia/en/0/07/House_arrest_movie_poster.jpg	House Arrest (1996)	RQYNVWQe9no
841	http://dbpedia.org/resource/Eyes_Without_a_Face	https://en.wikipedia.org/wiki/Eyes_Without_a_Face_(film)	https://upload.wikimedia.org/wikipedia/en/c/c1/Eyeswithoutaface_poster.jpg	Eyes Without a Face (1959)	AG_2gGeKo-4
842	http://dbpedia.org/resource/Bordello_of_Blood	https://en.wikipedia.org/wiki/Bordello_of_Blood	https://upload.wikimedia.org/wikipedia/en/2/2a/Bordello-of-blood.jpg	Tales from the Crypt Presents: Bordello of Blood (1996)	WGe7kfi0lZA
846	http://dbpedia.org/resource/Flirt_(1995_film)	https://en.wikipedia.org/wiki/Flirt_(1995_film)	https://upload.wikimedia.org/wikipedia/en/f/f2/Flirt_FilmPoster.jpeg	Flirt (1995)	xhukGo6hrHs
848	http://dbpedia.org/resource/The_Spitfire_Grill	https://en.wikipedia.org/wiki/The_Spitfire_Grill	https://upload.wikimedia.org/wikipedia/en/3/39/The_Spitfire_Grill.jpg	Spitfire Grill, The (1996)	SKKdkqnAX4o
849	http://dbpedia.org/resource/Escape_from_L.A.	https://en.wikipedia.org/wiki/Escape_from_L.A.	https://upload.wikimedia.org/wikipedia/en/7/71/Escape_From_LA.jpg	Escape from L.A. (1996)	drOdRwD1JF0
850	http://dbpedia.org/resource/Cyclo_(film)	https://en.wikipedia.org/wiki/Cyclo_(film)	https://upload.wikimedia.org/wikipedia/en/a/a5/Cyclo_film_cover.jpg	Cyclo (1995)	xqPxeyfzOd4
851	http://dbpedia.org/resource/Basquiat_(film)	https://en.wikipedia.org/wiki/Basquiat_(film)	https://upload.wikimedia.org/wikipedia/en/3/38/Basquiatmovieposter.jpg	Basquiat (1996)	rSNnU4WaMwY
852	http://dbpedia.org/resource/Tin_Cup	https://en.wikipedia.org/wiki/Tin_Cup	https://upload.wikimedia.org/wikipedia/en/d/d0/Tin_Cup.jpg	Tin Cup (1996)	cG-XrSUg1fw
853	http://dbpedia.org/resource/Dingo_(film)	https://en.wikipedia.org/wiki/Dingo_(film)	https://upload.wikimedia.org/wikipedia/en/5/5a/Dingo_%28film%29.jpg	Dingo (1992)	1kXUk3dr33c
858	http://dbpedia.org/resource/Godfather_(1991_film)	https://en.wikipedia.org/wiki/Godfather_(1991_film)	https://upload.wikimedia.org/wikipedia/en/7/7c/Godfather_1991_poster.jpg	Godfather, The (1972)	sY1S34973zA
860	http://dbpedia.org/resource/Der_bewegte_Mann	https://en.wikipedia.org/wiki/Der_bewegte_Mann	https://upload.wikimedia.org/wikipedia/en/6/68/Der-bewegte-mann-1994_poster.jpg	Maybe, Maybe Not (Bewegte Mann, Der) (1994)	iVyi6uPRNJo
861	http://dbpedia.org/resource/Once_a_Cop	https://en.wikipedia.org/wiki/Once_a_Cop	https://upload.wikimedia.org/wikipedia/en/4/4f/Supercop_2_Project_S.png	Supercop (1992)	qt5KrRfSdzg
862	http://dbpedia.org/resource/Manny_&_Lo	https://en.wikipedia.org/wiki/Manny_&_Lo	https://upload.wikimedia.org/wikipedia/en/5/5b/Manny_%26_Lo_FilmPoster.jpeg	Manny & Lo (1996)	-lucc4SIhaY
864	http://dbpedia.org/resource/The_Time_Traveler's_Wife_(film)	https://en.wikipedia.org/wiki/The_Time_Traveler's_Wife_(film)	https://upload.wikimedia.org/wikipedia/en/5/50/The_Time_Traveler%27s_Wife_film_poster.jpg	Wife, The (1995)	vs5F7bYgglQ
866	http://dbpedia.org/resource/Bound_(film)	https://en.wikipedia.org/wiki/Bound_(1996_film)	https://upload.wikimedia.org/wikipedia/en/1/18/Bound_movie_poster.jpg	Bound (1996)	8IywWEYKRKc
867	http://dbpedia.org/resource/Carpool_(film)	https://en.wikipedia.org/wiki/Carpool_(1996_film)	https://upload.wikimedia.org/wikipedia/en/a/a5/Carpool_1996.jpg	Carpool (1996)	PIFU5l-U6hA
868	http://dbpedia.org/resource/Death_in_Brunswick	https://en.wikipedia.org/wiki/Death_in_Brunswick	https://upload.wikimedia.org/wikipedia/en/4/4e/DeathinBrunswick.jpg	Death in Brunswick (1991)	E9JXrJ-y5tA
869	http://dbpedia.org/resource/Kansas_City_(film)	https://en.wikipedia.org/wiki/Kansas_City_(film)	https://upload.wikimedia.org/wikipedia/en/9/99/Kansas_City_VideoCover.jpeg	Kansas City (1996)	66rtqQ2Q-Wk
870	http://dbpedia.org/resource/Gone_Fishin'_(film)	https://en.wikipedia.org/wiki/Gone_Fishin'_(film)	https://upload.wikimedia.org/wikipedia/en/d/da/Gone_fishin.jpg	Gone Fishin' (1997)	Fiw6M7hmJ6A
872	http://dbpedia.org/resource/Vive_L'Amour	https://en.wikipedia.org/wiki/Vive_L'Amour	https://upload.wikimedia.org/wikipedia/en/a/a0/Vive_L%27Amour_cover.jpg	Aiqing wansui (1994)	
875	http://dbpedia.org/resource/Nothing_to_Lose_(1997_film)	https://en.wikipedia.org/wiki/Nothing_to_Lose_(1997_film)	https://upload.wikimedia.org/wikipedia/en/3/31/NothingtoLoseMovie.jpg	Nothing to Lose (1994)	
877	http://dbpedia.org/resource/Girls_Town_(1996_film)	https://en.wikipedia.org/wiki/Girls_Town_(1996_film)	https://upload.wikimedia.org/wikipedia/en/c/cc/Girls_town1996.jpg	Girls Town (1996)	
879	http://dbpedia.org/resource/The_Relic_(film)	https://en.wikipedia.org/wiki/The_Relic_(film)	https://upload.wikimedia.org/wikipedia/en/2/27/Relic_ver1.jpg	Relic, The (1997)	bFbvUDpRBuo
880	http://dbpedia.org/resource/The_Island_of_Dr._Moreau_(1996_film)	https://en.wikipedia.org/wiki/The_Island_of_Dr._Moreau_(1996_film)	https://upload.wikimedia.org/wikipedia/en/5/5b/Island_of_dr_moreau_ver2.jpg	Island of Dr. Moreau, The (1996)	lJP3cb2RcII
881	http://dbpedia.org/resource/First_Kid	https://en.wikipedia.org/wiki/First_Kid	https://upload.wikimedia.org/wikipedia/en/0/0c/FirstKidfilm.jpg	First Kid (1996)	_t7ubr0jBII
882	http://dbpedia.org/resource/The_Trigger_Effect	https://en.wikipedia.org/wiki/The_Trigger_Effect	https://upload.wikimedia.org/wikipedia/en/5/51/Trigger_effect_poster.jpg	Trigger Effect, The (1996)	8WY5wRJLLpo
884	http://dbpedia.org/resource/Sweet_Nothings	https://en.wikipedia.org/wiki/Sweet_Nothing_(film)	https://upload.wikimedia.org/wikipedia/en/2/22/Sweet_Nothing_%28film%29.jpg	Sweet Nothing (1995)	o6EP70VJDD0
885	http://dbpedia.org/resource/Bogus_(film)	https://en.wikipedia.org/wiki/Bogus_(film)	https://upload.wikimedia.org/wikipedia/en/d/db/Bogus_FilmPoster.jpeg	Bogus (1996)	UtTdKGJMLxA
886	http://dbpedia.org/resource/Bulletproof_(1996_film)	https://en.wikipedia.org/wiki/Bulletproof_(1996_film)	https://upload.wikimedia.org/wikipedia/en/2/24/Bulletprooftp.jpg	Bulletproof (1996)	yfzAGAQvsz8
887	http://dbpedia.org/resource/Talk_of_Angels	https://en.wikipedia.org/wiki/Talk_of_Angels	https://upload.wikimedia.org/wikipedia/en/9/97/Talk_of_Angels_%28movie_poster%29.jpg	Talk of Angels (1998)	
888	http://dbpedia.org/resource/The_Land_Before_Time_III:_The_Time_of_the_Great_Giving	https://en.wikipedia.org/wiki/The_Land_Before_Time_III:_The_Time_of_the_Great_Giving	https://upload.wikimedia.org/wikipedia/en/a/a4/LBT_GG.JPG	Land Before Time III: The Time of the Great Giving (1995)	aStODvSPBPI
889	http://dbpedia.org/resource/1-900_(film)	https://en.wikipedia.org/wiki/1-900_(film)	https://upload.wikimedia.org/wikipedia/en/e/ee/1-900_dvd_cover.jpg	1-900 (1994)	oK4etva_lUU
891	http://dbpedia.org/resource/Halloween:_The_Curse_of_Michael_Myers	https://en.wikipedia.org/wiki/Halloween:_The_Curse_of_Michael_Myers	https://upload.wikimedia.org/wikipedia/en/d/d6/Halloween6cover.JPG	Halloween: The Curse of Michael Myers (1995)	rAaPBxBxaV8
892	http://dbpedia.org/resource/Twelfth_Night_(1955_film)	https://en.wikipedia.org/wiki/Twelfth_Night_(1955_film)	https://upload.wikimedia.org/wikipedia/en/2/2f/Twelfth_Night_%281955_film%29.jpg	Twelfth Night (1996)	DGEoGFdjXi8
893	http://dbpedia.org/resource/Mother_Night_(film)	https://en.wikipedia.org/wiki/Mother_Night_(film)	https://upload.wikimedia.org/wikipedia/en/8/87/Mother_Night_poster.jpg	Mother Night (1996)	KYbXUWw61ug
895	http://dbpedia.org/resource/Venice/Venice	https://en.wikipedia.org/wiki/Venice/Venice	https://m.media-amazon.com/images/M/MV5BMTY3OTE5ODA0NV5BMl5BanBnXkFtZTcwNDE2NDMyMQ@@._V1_FMjpg_UX335_.jpg	Venice/Venice (1992)	RglUAG1TyWQ
896	http://dbpedia.org/resource/Wild_Reeds	https://en.wikipedia.org/wiki/Wild_Reeds	https://upload.wikimedia.org/wikipedia/en/2/26/Les_roseaux_sauvages.jpg	Wild Reeds (1994)	H48V-DoaqJ8
897	http://dbpedia.org/resource/For_Whom_the_Bell_Tolls_(film)	https://en.wikipedia.org/wiki/For_Whom_the_Bell_Tolls_(film)	https://upload.wikimedia.org/wikipedia/en/3/33/For_whom_movieposter.jpg	For Whom the Bell Tolls (1943)	uxFEGZwzElc
898	http://dbpedia.org/resource/The_Philadelphia_Story_(film)	https://en.wikipedia.org/wiki/The_Philadelphia_Story_(film)	https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/The-Philadelphia-Story-%281940%29.jpg/1200px-The-Philadelphia-Story-%281940%29.jpg	Philadelphia Story, The (1940)	xWGteh1hSlk
899	http://dbpedia.org/resource/Singin'_in_the_Rain	https://en.wikipedia.org/wiki/Singin'_in_the_Rain	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Singin%27_in_the_Rain_%281952_poster%29.jpg/1200px-Singin%27_in_the_Rain_%281952_poster%29.jpg	Singin' in the Rain (1952)	Lv6DNrIUiZU
900	http://dbpedia.org/resource/An_American_in_Paris_(film)	https://en.wikipedia.org/wiki/An_American_in_Paris_(film)	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/An_American_in_Paris_%281951_film_poster%29.jpg/1200px-An_American_in_Paris_%281951_film_poster%29.jpg	American in Paris, An (1951)	1XMXAleA1eQ
901	http://dbpedia.org/resource/Funny_Face	https://en.wikipedia.org/wiki/Funny_Face	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Funny_Face_%281957_poster%29.jpg/1200px-Funny_Face_%281957_poster%29.jpg	Funny Face (1957)	Hs6ASCq9YtY
902	http://dbpedia.org/resource/Breakfast_at_Tiffany's_(film)	https://en.wikipedia.org/wiki/Breakfast_at_Tiffany's_(film)	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Breakfast_at_Tiffany%27s_%281961_poster%29.jpg/1200px-Breakfast_at_Tiffany%27s_%281961_poster%29.jpg	Breakfast at Tiffany's (1961)	urQVzgEO_w8
903	http://dbpedia.org/resource/Vertigo_(film)	https://en.wikipedia.org/wiki/Vertigo_(film)	https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Vertigomovie_restoration.jpg/1200px-Vertigomovie_restoration.jpg	Vertigo (1958)	yUJNZU96iYY
904	http://dbpedia.org/resource/Rear_Window_(1998_film)	https://en.wikipedia.org/wiki/Rear_Window_(1998_film)	https://upload.wikimedia.org/wikipedia/en/b/bd/Rear_Window_%281998_film%29.jpg	Rear Window (1954)	6kCcZCMYw38
905	http://dbpedia.org/resource/It_Happened_One_Night	https://en.wikipedia.org/wiki/It_Happened_One_Night	https://upload.wikimedia.org/wikipedia/commons/d/dc/It-happened-one-night-poster.jpg	It Happened One Night (1934)	ZUNFCUZ5BwU
907	http://dbpedia.org/resource/The_Gay_Divorcee	https://en.wikipedia.org/wiki/The_Gay_Divorcee	https://upload.wikimedia.org/wikipedia/en/9/98/The_Gay_Divorcee_movie_poster.jpg	Gay Divorcee, The (1934)	g2y-2pjq4Bk
908	http://dbpedia.org/resource/North_by_Northwest	https://en.wikipedia.org/wiki/North_by_Northwest	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Northbynorthwest1.jpg/1200px-Northbynorthwest1.jpg	North by Northwest (1959)	K0c2HJ4AO6o
909	http://dbpedia.org/resource/Apartment_for_Peggy	https://en.wikipedia.org/wiki/Apartment_for_Peggy	https://upload.wikimedia.org/wikipedia/en/8/8e/Apartment_for_Peggy_VideoCover.png	Apartment, The (1960)	frUrR3vc3M8
910	http://dbpedia.org/resource/Some_Like_It_Hot_(1939_film)	https://en.wikipedia.org/wiki/Some_Like_It_Hot_(1939_film)	https://upload.wikimedia.org/wikipedia/en/9/95/Some_Like_It_Hot_%281939_film%29.jpg	Some Like It Hot (1959)	rI_lUHOCcbc
912	http://dbpedia.org/resource/Casablanca_(film)	https://en.wikipedia.org/wiki/Casablanca_(film)	https://upload.wikimedia.org/wikipedia/commons/b/b3/CasablancaPoster-Gold.jpg	Casablanca (1942)	BkL9l7qovsE
913	http://dbpedia.org/resource/The_Maltese_Falcon_(1941_film)	https://en.wikipedia.org/wiki/The_Maltese_Falcon_(1941_film)	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/The_Maltese_Falcon_%281941_film_poster%29.jpg/1200px-The_Maltese_Falcon_%281941_film_poster%29.jpg	Maltese Falcon, The (1941)	EQxRNEATlO4
914	http://dbpedia.org/resource/My_Fair_Lady_(film)	https://en.wikipedia.org/wiki/My_Fair_Lady_(film)	https://upload.wikimedia.org/wikipedia/en/d/d5/My_fair_lady_poster.jpg	My Fair Lady (1964)	j2OBKPuftKk
915	http://dbpedia.org/resource/Sabrina_(1954_film)	https://en.wikipedia.org/wiki/Sabrina_(1954_film)	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Sabrina_%281954_film_poster%29.jpg/1200px-Sabrina_%281954_film_poster%29.jpg	Sabrina (1954)	AOZuxReeNTk
916	http://dbpedia.org/resource/Roman_Holiday_(1987_film)	https://en.wikipedia.org/wiki/Roman_Holiday_(1987_film)	https://upload.wikimedia.org/wikipedia/en/d/dd/RomanHolidayVHS.jpg	Roman Holiday (1953)	4oHrxHqLdd8
918	http://dbpedia.org/resource/Meet_Me_in_St._Louis	https://en.wikipedia.org/wiki/Meet_Me_in_St._Louis	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Meet_Me_in_St._Louis_poster.jpg/1200px-Meet_Me_in_St._Louis_poster.jpg	Meet Me in St. Louis (1944)	dLNa7mp0wWo
919	http://dbpedia.org/resource/Wizard_of_Oz_(1925_film)	https://en.wikipedia.org/wiki/Wizard_of_Oz_(1925_film)	https://m.media-amazon.com/images/M/MV5BNDg4OTY1NDMxMV5BMl5BanBnXkFtZTgwNDQ1NzIwMjE@._V1_FMjpg_UX1000_.jpg	Wizard of Oz, The (1939)	H9eNwZWtAUU
920	http://dbpedia.org/resource/Gone_with_the_Wind_(film)	https://en.wikipedia.org/wiki/Gone_with_the_Wind_(film)	https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Poster_-_Gone_With_the_Wind_01.jpg/1200px-Poster_-_Gone_With_the_Wind_01.jpg	Gone with the Wind (1939)	3AaSdZvetuY
921	http://dbpedia.org/resource/My_Favorite_Year	https://en.wikipedia.org/wiki/My_Favorite_Year	https://upload.wikimedia.org/wikipedia/en/7/77/My_favorite_year.jpg	My Favorite Year (1982)	JqQWY8T5nok
923	http://dbpedia.org/resource/Citizen_Kane	https://en.wikipedia.org/wiki/Citizen_Kane	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Citizen_Kane_poster%2C_1941_%28Style_B%2C_unrestored%29.jpg/1200px-Citizen_Kane_poster%2C_1941_%28Style_B%2C_unrestored%29.jpg	Citizen Kane (1941)	Fi2L2MCXglA
924	http://dbpedia.org/resource/2001:_A_Space_Odyssey_(film)	https://en.wikipedia.org/wiki/2001:_A_Space_Odyssey_(film)	https://upload.wikimedia.org/wikipedia/en/1/11/2001_A_Space_Odyssey_%281968%29.png	2001: A Space Odyssey (1968)	bAZgLxuBtbo
925	http://dbpedia.org/resource/Golden_Earrings	https://en.wikipedia.org/wiki/Golden_Earrings	https://upload.wikimedia.org/wikipedia/en/2/2e/Goldearingslarge.jpeg	Golden Earrings (1947)	EgTClZWtRAA
926	http://dbpedia.org/resource/All_About_Eve	https://en.wikipedia.org/wiki/All_About_Eve	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/All_About_Eve_%281950_poster_-_retouch%29.jpg/1200px-All_About_Eve_%281950_poster_-_retouch%29.jpg	All About Eve (1950)	uRjKPLH2OaQ
927	http://dbpedia.org/resource/Women_in_Love_(film)	https://en.wikipedia.org/wiki/Women_in_Love_(film)	https://upload.wikimedia.org/wikipedia/en/2/26/Women_in_love_ver243.jpg	Women, The (1939)	I8WsqaN4izs
928	http://dbpedia.org/resource/Rebecca_(1940_film)	https://en.wikipedia.org/wiki/Rebecca_(1940_film)	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Rebecca_%281939_poster%29.jpeg/1200px-Rebecca_%281939_poster%29.jpeg	Rebecca (1940)	8YqFImp2xx8
929	http://dbpedia.org/resource/Foreign_Correspondent_(film)	https://en.wikipedia.org/wiki/Foreign_Correspondent_(film)	https://upload.wikimedia.org/wikipedia/en/f/f6/ForeignCorrespondent.jpg	Foreign Correspondent (1940)	LMDJnTKotxo
930	http://dbpedia.org/resource/Notorious_(1946_film)	https://en.wikipedia.org/wiki/Notorious_(1946_film)	https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Notorious_%281946_film_poster%29.jpg/1200px-Notorious_%281946_film_poster%29.jpg	Notorious (1946)	ZOmV4y4ptq8
931	http://dbpedia.org/resource/Spellbound_(1945_film)	https://en.wikipedia.org/wiki/Spellbound_(1945_film)	https://upload.wikimedia.org/wikipedia/en/d/d2/Spellbound_original.jpg	Spellbound (1945)	HIBaGIUbXqI
932	http://dbpedia.org/resource/An_Affair_to_Remember	https://en.wikipedia.org/wiki/An_Affair_to_Remember	https://upload.wikimedia.org/wikipedia/en/1/16/AffairtoRemember.jpg	Affair to Remember, An (1957)	dW0LCcCKsBQ
933	http://dbpedia.org/resource/To_Catch_a_Thief	https://en.wikipedia.org/wiki/To_Catch_a_Thief	https://upload.wikimedia.org/wikipedia/commons/8/8b/To_Catch_a_Thief.jpg	To Catch a Thief (1955)	YIc5SDKEC6g
934	http://dbpedia.org/resource/Father_of_the_Bride_(1950_film)	https://en.wikipedia.org/wiki/Father_of_the_Bride_(1950_film)	https://upload.wikimedia.org/wikipedia/en/f/fd/FatheroftheBride1950.jpg	Father of the Bride (1950)	OCqEdzOZqAc
935	http://dbpedia.org/resource/The_Band_Wagon	https://en.wikipedia.org/wiki/The_Band_Wagon	https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/The_Band_Wagon_%281953_poster%29.jpg/1200px-The_Band_Wagon_%281953_poster%29.jpg	Band Wagon, The (1953)	EQxXUmB7AEI
936	http://dbpedia.org/resource/Ninotchka	https://en.wikipedia.org/wiki/Ninotchka	https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Ninotchka_%281939_poster_-_Style_D%29.jpg/1200px-Ninotchka_%281939_poster_-_Style_D%29.jpg	Ninotchka (1939)	OhCCG5qSC1I
937	http://dbpedia.org/resource/Love_in_the_Afternoon_(1957_film)	https://en.wikipedia.org/wiki/Love_in_the_Afternoon_(1957_film)	https://upload.wikimedia.org/wikipedia/commons/e/e7/Love_in_the_afternoon_%281957%29_-_movie_poster.jpg	Love in the Afternoon (1957)	rSeGFCl5fWY
938	http://dbpedia.org/resource/Gigi_(1958_film)	https://en.wikipedia.org/wiki/Gigi_(1958_film)	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Gigi_%281958_poster%29.jpg/1200px-Gigi_%281958_poster%29.jpg	Gigi (1958)	jEofRODHZ1w
939	http://dbpedia.org/resource/The_Reluctant_Debutante_(film)	https://en.wikipedia.org/wiki/The_Reluctant_Debutante_(film)	https://upload.wikimedia.org/wikipedia/en/4/49/196841~The-Reluctant-Debutante-Posters.jpg	Reluctant Debutante, The (1958)	7h9s49Lv-wQ
